x,y,z
 6.76870585],[0.60178312 1.47421212 1.85600342 4.46461668 3.57134563 0.66720189
 6.32392059],[0.72550839 2.1705305  2.55897291 2.05887809 3.99635014 3.09351387
 4.09174923]
[0.62664803 1.28959702 2.90221851 2.20095116 3.24909458 4.83463485
 6.76907617],[0.60277938 1.47466258 1.85683685 4.46524678 3.57172013 0.66797097
 6.32483079],[0.72626139 2.17129616 2.55986507 2.0592338  3.99680184 3.09361397
 4.09229399]
[0.62685516 1.28998358 2.90218    2.20171917 3.24934934 4.83527753
 6.76944647],[0.60377741 1.47511265 1.85766946 4.46587638 3.57209419 0.66874041
 6.32574098],[0.72701733 2.17206023 2.56075652 2.05958999 3.99725255 3.09371392
 4.09283875]
[0.62706369 1.29037416 2.90213676 2.20248745 3.24960373 4.83591963
 6.76981677],[0.60477722 1.47556232 1.85850126 4.4665055  3.57246781 0.66951022
 6.32665117],[0.72777619 2.17282272 2.56164727 2.05994669 3.99770227 3.09381373
 4.0933835 ]
[0.6272736  1.29076876 2.90208878 2.203256   3.24985775 4.83656115
 6.77018706],[0.60577881 1.47601162 1.85933223 4.46713412 3.57284098 0.6702804
 6.32756135],[0.728538   2.17358361 2.56253731 2.06030387 3.99815101 3.0939134
 4.09392826]
[0.62748489 1.29116738 2.90203608 2.20402483 3.2501114  4.8372021
 6.77055734],[0.60678218 1.47646052 1.86016239 4.46776226 3.5732137  0.67105096
 6.32847153],[0.72930274 2.17434292 2.56342664 2.06066155 3.99859875 3.09401293
 4.09447301]
[0.62769758 1.29157004 2.90197862 2.20479394 3.25036469 4.83784248
 6.77092761],[0.60778732 1.47690905 1.86099172 4.4683899  3.57358598 0.67182188
 6.3293817 ],[0.73007043 2.17510063 2.56431526 2.06101972 3.99904551 3.09411232
 4.09501777]
[0.62791166 1.29197673 2.90191642 2.20556331 3.2506176  4.83848228
 6.77129788],[0.60879425 1.4773572  1.86182023 4.46901706 3.5739578  0.67259317
 6.33029186],[0.73084106 2.17585676 2.56520316 2.06137839 3.99949127 3.09421156
 4.09556252]
[0.62812712 1.29238746 2.90184947 2.20633297 3.25087015 4.83912151
 6.77166814],[0.60980295 1.47780497 1.86264792 4.46964372 3.57432918 0.67336483
 6.33120202],[0.73161464 2.17661129 2.56609035 2.06173754 3.99993604 3.09431067
 4.09610727]
[0.62834399 1.29280224 2.90177775 2.20710289 3.25112233 4.83976017
 6.77203839],[0.61081344 1.47825237 1.86347478 4.47026989 3.5747001  0.67413686
 6.33211217],[0.73239117 2.17736424 2.56697681 2.0620972  4.00037982 3.09440963
 4.09665202]
[0.62856224 1.29322106 2.90170126 2.20787309 3.25137414 4.84039825
 6.77240863],[0.61182571 1.4786994  1.8643008  4.47089557 3.57507057 0.67490925
 6.33302231],[0.73317065 2.17811559 2.56786256 2.06245734 4.0008226  3.09450846
 4.09719677]
[0.6287819  1.29364394 2.90161999 2.20864357 3.25162557 4.84103577
 6.77277887],[0.61283976 1.47914606 1.865126   4.47152076 3.57544059 0.67568202
 6.33393245],[0.73395309 2.17886535 2.56874758 2.06281799 4.00126439 3.09460714
 4.09774152]
[0.62900295 1.29407088 2.90153394 2.20941431 3.25187664 4.84167271
 6.77314909],[0.61385559 1.47959235 1.86595037 4.47214546 3.57581015 0.67645515
 6.33484258],[0.73473848 2.17961352 2.56963188 2.06317912 4.00170518 3.09470569
 4.09828626]
[0.62922541 1.29450189 2.9014431  2.21018533 3.25212734 4.84230908
 6.77351931],[0.6148732  1.48003829 1.86677391 4.47276966 3.57617926 0.67722864
 6.33575271],[0.73552684 2.1803601  2.57051545 2.06354075 4.00214498 3.0948041
 4.09883101]
[0.62944927 1.29493697 2.90134745 2.21095663 3.25237767 4.84294488
 6.77388953],[0.6158926  1.48048386 1.86759661 4.47339338 3.57654791 0.6780025
 6.33666283],[0.73631816 2.18110509 2.57139829 2.06390288 4.00258377 3.09490237
 4.09937575]
[0.62967453 1.29537612 2.901247   2.2117282  3.25262762 4.84358012
 6.77425973],[0.61691378 1.48092908 1.86841847 4.4740166  3.57691611 0.67877673
 6.33757294],[0.73711245 2.18184848 2.5722804  2.0642655  4.00302157 3.0950005
 4.09992049]
[0.6299012  1.29581936 2.90114174 2.21250004 3.2528772  4.84421479
 6.77462992],[0.61793675 1.48137394 1.86923949 4.47463933 3.57728385 0.67955132
 6.33848304],[0.73790971 2.18259029 2.57316178 2.06462862 4.00345836 3.09509849
 4.10046523]
[0.63012928 1.29626669 2.90103165 2.21327216 3.25312642 4.84484888
 6.77500011],[0.6189615  1.48181846 1.87005968 4.47526156 3.57765112 0.68032627
 6.33939315],[0.73870994 2.1833305  2.57404241 2.06499223 4.00389416 3.09519635
 4.10100997]
[0.63035876 1.29671811 2.90091673 2.21404454 3.25337526 4.84548242
 6.77537029],[0.61998803 1.48226262 1.87087902 4.4758833  3.57801794 0.68110159
 6.34030324],[0.73951314 2.18406912 2.57492231 2.06535634 4.00432895 3.09529407
 4.10155471]
[0.63058966 1.29717364 2.90079697 2.21481721 3.25362372 4.84611538
 6.77574047],[0.62101636 1.48270645 1.87169751 4.47650455 3.5783843  0.68187727
 6.34121333],[0.74031933 2.18480615 2.57580147 2.06572094 4.00476274 3.09539166
 4.10209945]
[0.63082197 1.29763327 2.90067236 2.21559014 3.25387182 4.84674778
 6.77611063],[0.62204647 1.48314993 1.87251516 4.47712531 3.57875019 0.68265332
 6.34212341],[0.7411285  2.18554159 2.57667987 2.06608604 4.00519552 3.09548911
 4.10264418]
[0.6310557  1.29809702 2.90054289 2.21636335 3.25411954 4.84737961
 6.77648079],[0.62307836 1.48359307 1.87333196 4.47774557 3.57911563 0.68342973
 6.34303349],[0.74194065 2.18627543 2.57755754 2.06645164 4.0056273  3.09558643
 4.10318892]
[0.63129085 1.2985649  2.90040855 2.21713683 3.25436688 4.84801088
 6.77685094],[0.62411205 1.48403588 1.87414791 4.47836534 3.57948059 0.68420649
 6.34394355],[0.74275579 2.18700769 2.57843445 2.06681773 4.00605807 3.09568361
 4.10373365]
[0.63152741 1.2990369  2.90026933 2.21791059 3.25461386 4.84864159
 6.77722108],[0.62514753 1.48447835 1.874963   4.47898461 3.5798451  0.68498362
 6.34485362],[0.74357392 2.18773835 2.57931061 2.06718432 4.00648784 3.09578066
 4.10427838]
[0.6317654  1.29951304 2.90012523 2.21868462 3.25486046 4.84927173
 6.77759121],[0.6261848  1.4849205  1.87577724 4.47960339 3.58020914 0.68576111
 6.34576367],[0.74439505 2.18846742 2.58018601 2.06755141 4.00691659 3.09587757
 4.10482311]
[0.63200481 1.29999332 2.89997624 2.21945892 3.25510668 4.84990131
 6.77796134],[0.62722386 1.48536232 1.87659062 4.48022168 3.58057271 0.68653896
 6.34667373],[0.74521917 2.1891949  2.58106065 2.06791899 4.00734434 3.09597435
 4.10536784]
[0.63224565 1.30047776 2.89982234 2.22023349 3.25535253 4.85053033
 6.77833145],[0.62826471 1.48580381 1.87740315 4.48083947 3.58093581 0.68731717
 6.34758377],[0.74604629 2.18992078 2.58193453 2.06828708 4.00777107 3.096071
 4.10591257]
[0.63248792 1.30096635 2.89966352 2.22100833 3.255598   4.85115879
 6.77870156],[0.62930735 1.48624499 1.8782148  4.48145676 3.58129844 0.68809574
 6.34849381],[0.74687642 2.19064508 2.58280764 2.06865566 4.0081968  3.09616752
 4.1064573 ]
[0.63273161 1.30145912 2.89949977 2.22178345 3.2558431  4.85178668
 6.77907167],[0.63035179 1.48668585 1.8790256  4.48207356 3.58166061 0.68887467
 6.34940384],[0.74770956 2.19136778 2.58367999 2.06902473 4.00862151 3.0962639
 4.10700202]
[0.63297674 1.30195605 2.89933109 2.22255884 3.25608782 4.85241402
 6.77944176],[0.63139802 1.4871264  1.87983552 4.48268986 3.5820223  0.68965396
 6.35031387],[0.74854571 2.1920889  2.58455156 2.06939431 4.0090452  3.09636015
 4.10754675]
[0.63322331 1.30245718 2.89915746 2.22333451 3.25633217 4.85304079
 6.77981185],[0.63244605 1.48756665 1.88064458 4.48330567 3.58238352 0.6904336
 6.35122389],[0.74938487 2.19280842 2.58542235 2.06976438 4.00946788 3.09645628
 4.10809147]
[0.63347131 1.30296249 2.89897887 2.22411044 3.25657614 4.85366701
 6.78018193],[0.63349588 1.48800658 1.88145276 4.48392098 3.58274427 0.6912136
 6.3521339 ],[0.75022706 2.19352635 2.58629237 2.07013496 4.00988955 3.09655227
 4.10863619]
[0.63372075 1.30347201 2.89879531 2.22488665 3.25681973 4.85429267
 6.780552  ],[0.6345475  1.48844622 1.88226006 4.48453579 3.58310455 0.69199396
 6.35304391],[0.75107226 2.19424269 2.58716161 2.07050603 4.0103102  3.09664813
 4.10918091]
[0.63397164 1.30398573 2.89860677 2.22566313 3.25706294 4.85491777
 6.78092206],[0.63560092 1.48888555 1.88306649 4.48515011 3.58346435 0.69277467
 6.35395391],[0.75192049 2.19495744 2.58803006 2.0708776  4.01072983 3.09674386
 4.10972563]
[0.63422397 1.30450367 2.89841324 2.22643989 3.25730578 4.85554232
 6.78129212],[0.63665615 1.48932459 1.88387203 4.48576393 3.58382368 0.69355574
 6.3548639 ],[0.75277175 2.19567061 2.58889772 2.07124967 4.01114844 3.09683946
 4.11027035]
[0.63447774 1.30502584 2.8982147  2.22721691 3.25754823 4.85616631
 6.78166217],[0.63771317 1.48976334 1.88467669 4.48637726 3.58418253 0.69433716
 6.35577389],[0.75362604 2.19638218 2.58976458 2.07162224 4.01156604 3.09693494
 4.11081506]
[0.63473297 1.30555225 2.89801114 2.22799421 3.25779031 4.85678974
 6.78203221],[0.63877199 1.49020181 1.88548046 4.48699008 3.5845409  0.69511894
 6.35668387],[0.75448336 2.19709216 2.59063065 2.07199532 4.01198261 3.09703028
 4.11135978]
[0.63498965 1.30608291 2.89780256 2.22877178 3.25803201 4.85741262
 6.78240224],[0.63983262 1.49063999 1.88628334 4.48760241 3.58489879 0.69590107
 6.35759385],[0.75534373 2.19780056 2.59149592 2.07236889 4.01239816 3.0971255
 4.11190449]
[0.63524778 1.30661782 2.89758894 2.22954962 3.25827333 4.85803495
 6.78277226],[0.64089506 1.49107788 1.88708532 4.48821424 3.58525621 0.69668355
 6.35850382],[0.75620714 2.19850737 2.59236039 2.07274296 4.01281268 3.09722059
 4.11244921]
[0.63550736 1.30715699 2.89737026 2.23032773 3.25851427 4.85865672
 6.78314228],[0.6419593  1.49151551 1.88788641 4.48882557 3.58561314 0.69746639
 6.35941378],[0.7570736  2.19921259 2.59322404 2.07311753 4.01322619 3.09731556
 4.11299392]
[0.63576841 1.30770045 2.89714651 2.23110612 3.25875483 4.85927794
 6.78351229],[0.64302534 1.49195286 1.8886866  4.4894364  3.58596959 0.69824957
 6.36032374],[0.75794312 2.19991622 2.59408689 2.0734926  4.01363866 3.09741039
 4.11353863]
[0.63603092 1.30824819 2.89691769 2.23188478 3.25899501 4.85989861
 6.78388229],[0.64409319 1.49238994 1.88948588 4.49004674 3.58632557 0.69903311
 6.36123369],[0.75881568 2.20061826 2.59494891 2.07386818 4.01405011 3.0975051
 4.11408334]
[0.63629489 1.30880022 2.89668377 2.23266371 3.25923481 4.86051873
 6.78425229],[0.64516286 1.49282676 1.89028426 4.49065657 3.58668105 0.69981701
 6.36214364],[0.75969131 2.20131873 2.59581012 2.07424425 4.01446053 3.09759969
 4.11462804]
[0.63656034 1.30935656 2.89644475 2.23344291 3.25947422 4.86113829
 6.78462227],[0.64623433 1.49326332 1.89108172 4.49126591 3.58703606 0.70060125
 6.36305358],[0.76057    2.2020176  2.5966705  2.07462083 4.01486993 3.09769415
 4.11517275]
[0.63682725 1.30991722 2.8962006  2.23422238 3.25971326 4.86175731
 6.78499225],[0.64730761 1.49369963 1.89187827 4.49187475 3.58739057 0.70138584
 6.36396351],[0.76145176 2.20271489 2.59753005 2.07499791 4.01527829 3.09778849
 4.11571745]
[0.63709563 1.31048221 2.89595132 2.23500212 3.25995191 4.86237578
 6.78536222],[0.64838271 1.49413568 1.8926739  4.49248308 3.58774461 0.70217078
 6.36487344],[0.76233659 2.2034106  2.59838877 2.07537549 4.01568563 3.0978827
 4.11626216]
[0.63736549 1.31105154 2.89569689 2.23578214 3.26019018 4.8629937
 6.78573219],[0.64945962 1.49457148 1.89346861 4.49309092 3.58809815 0.70295607
 6.36578336],[0.76322449 2.20410472 2.59924665 2.07575358 4.01609193 3.09797679
 4.11680686]
[0.63763683 1.31162523 2.8954373  2.23656242 3.26042806 4.86361107
 6.78610214],[0.65053835 1.49500704 1.8942624  4.49369825 3.58845121 0.7037417
 6.36669327],[0.76411548 2.20479726 2.60010368 2.07613216 4.0164972  3.09807075
 4.11735156]
[0.63790965 1.31220327 2.89517254 2.23734298 3.26066556 4.8642279
 6.78647209],[0.65161889 1.49544236 1.89505525 4.49430509 3.58880378 0.70452769
 6.36760318],[0.76500955 2.20548822 2.60095987 2.07651125 4.01690144 3.09816459
 4.11789626]
[0.63818395 1.31278569 2.89490258 2.23812381 3.26090268 4.86484417
 6.78684203],[0.65270126 1.49587745 1.89584718 4.49491142 3.58915586 0.70531402
 6.36851309],[0.76590671 2.2061776  2.60181521 2.07689084 4.01730464 3.09825831
 4.11844096]
[0.63845974 1.3133725  2.89462741 2.23890491 3.26113941 4.86545991
 6.78721196],[0.65378544 1.49631231 1.89663816 4.49551725 3.58950744 0.7061007
 6.36942298],[0.76680696 2.20686539 2.60266969 2.07727094 4.01770681 3.09835191
 4.11898566]
[0.63873702 1.3139637  2.89434702 2.23968628 3.26137576 4.8660751
 6.78758189],[0.65487144 1.49674694 1.8974282  4.49612258 3.58985854 0.70688772
 6.37033287],[0.76771031 2.20755161 2.6035233  2.07765154 4.01810793 3.09844539
 4.11953035]
[0.63901579 1.31455932 2.89406139 2.24046793 3.26161172 4.86668974
 6.7879518 ],[0.65595927 1.49718135 1.8982173  4.49672741 3.59020914 0.70767509
 6.37124276],[0.76861676 2.20823625 2.60437605 2.07803265 4.01850802 3.09853874
 4.12007505]
[0.63929606 1.31515936 2.89377051 2.24124984 3.2618473  4.86730385
 6.78832171],[0.65704892 1.49761554 1.89900544 4.49733173 3.59055925 0.7084628
 6.37215263],[0.76952631 2.20891931 2.60522793 2.07841425 4.01890708 3.09863197
 4.12061974]
[0.63957783 1.31576384 2.89347435 2.24203203 3.26208249 4.86791741
 6.78869162],[0.65814039 1.49804952 1.89979264 4.49793556 3.59090887 0.70925086
 6.37306251],[0.77043898 2.2096008  2.60607893 2.07879637 4.01930509 3.09872509
 4.12116443]
[0.6398611  1.31637276 2.89317291 2.24281448 3.26231729 4.86853043
 6.78906151],[0.6592337  1.4984833  1.90057887 4.49853888 3.59125799 0.71003926
 6.37397237],[0.77135476 2.21028071 2.60692905 2.07917899 4.01970206 3.09881808
 4.12170912]
[0.64014588 1.31698616 2.89286617 2.24359721 3.26255171 4.8691429
 6.7894314 ],[0.66032883 1.49891687 1.90136414 4.49914169 3.59160661 0.71082801
 6.37488223],[0.77227366 2.21095904 2.60777828 2.07956211 4.02009799 3.09891096
 4.12225381]
[0.64043216 1.31760402 2.89255411 2.24438021 3.26278574 4.86975484
 6.78980128],[0.66142579 1.49935024 1.90214844 4.49974401 3.59195474 0.71161709
 6.37579208],[0.77319569 2.21163581 2.60862662 2.07994574 4.02049287 3.09900371
 4.1227985 ]
[0.64071995 1.31822638 2.8922367  2.24516348 3.26301938 4.87036624
 6.79017115],[0.66252458 1.49978342 1.90293177 4.50034582 3.59230237 0.71240652
 6.37670193],[0.77412084 2.212311   2.60947406 2.08032987 4.02088671 3.09909635
 4.12334319]
[0.64100926 1.31885324 2.89191395 2.24594702 3.26325263 4.8709771
 6.79054101],[0.66362521 1.50021642 1.90371413 4.50094712 3.5926495  0.71319629
 6.37761177],[0.77504913 2.21298462 2.6103206  2.08071451 4.0212795  3.09918887
 4.12388788]
[0.64130009 1.31948463 2.89158582 2.24673083 3.26348549 4.87158742
 6.79091087],[0.66472767 1.50064923 1.9044955  4.50154792 3.59299612 0.71398639
 6.37852161],[0.77598056 2.21365667 2.61116622 2.08109966 4.02167125 3.09928127
 4.12443256]
[0.64159244 1.32012054 2.8912523  2.24751491 3.26371796 4.87219721
 6.79128071],[0.66583197 1.50108186 1.90527588 4.50214822 3.59334225 0.71477684
 6.37943144],[0.77691512 2.21432715 2.61201094 2.08148532 4.02206195 3.09937356
 4.12497724]
[0.64188631 1.320761   2.89091337 2.24829926 3.26395004 4.87280646
 6.79165056],[0.66693811 1.50151432 1.90605527 4.50274801 3.59368788 0.71556763
 6.38034126],[0.77785284 2.21499607 2.61285473 2.08187148 4.0224516  3.09946573
 4.12552193]
[0.64218171 1.32140603 2.89056901 2.24908388 3.26418173 4.87341517
 6.79202039],[0.66804609 1.50194662 1.90683367 4.50334729 3.594033   0.71635875
 6.38125107],[0.77879371 2.21566342 2.61369759 2.08225814 4.02284021 3.09955778
 4.12606661]
[0.64247864 1.32205563 2.89021921 2.24986878 3.26441303 4.87402335
 6.79239021],[0.66915591 1.50237875 1.90761106 4.50394607 3.59437762 0.71715022
 6.38216088],[0.77973773 2.21632921 2.61453952 2.08264532 4.02322776 3.09964972
 4.12661129]
[0.64277711 1.32270982 2.88986394 2.25065394 3.26464394 4.87463099
 6.79276003],[0.67026757 1.50281073 1.90838744 4.50454435 3.59472173 0.71794202
 6.38307069],[0.78068492 2.21699343 2.61538051 2.083033   4.02361425 3.09974154
 4.12715596]
[0.64307711 1.32336863 2.88950319 2.25143938 3.26487446 4.87523811
 6.79312984],[0.67138108 1.50324255 1.90916282 4.50514211 3.59506534 0.71873415
 6.38398049],[0.78163528 2.21765609 2.61622055 2.08342119 4.0239997  3.09983325
 4.12770064]
[0.64337866 1.32403206 2.88913694 2.25222508 3.26510458 4.87584469
 6.79349964],[0.67249644 1.50367424 1.90993717 4.50573937 3.59540844 0.71952663
 6.38489028],[0.78258881 2.2183172  2.61705964 2.08380989 4.02438409 3.09992484
 4.12824532]
[0.64368175 1.32470012 2.88876516 2.25301105 3.26533431 4.87645074
 6.79386944],[0.67361364 1.50410578 1.9107105  4.50633612 3.59575104 0.72031943
 6.38580007],[0.78354551 2.21897675 2.61789778 2.0841991  4.02476743 3.10001632
 4.12878999]
[0.64398639 1.32537285 2.88838783 2.2537973  3.26556365 4.87705625
 6.79423923],[0.6747327  1.50453718 1.9114828  4.50693237 3.59609312 0.72111258
 6.38670984],[0.7845054  2.21963474 2.61873494 2.08458882 4.02514971 3.10010768
 4.12933466]
[0.64429258 1.32605025 2.88800494 2.25458382 3.26579259 4.87766124
 6.79460901],[0.67585361 1.50496846 1.91225406 4.50752811 3.5964347  0.72190605
 6.38761962],[0.78546848 2.22029118 2.61957114 2.08497905 4.02553093 3.10019893
 4.12987933]
[0.64460033 1.32673234 2.88761647 2.2553706  3.26602114 4.8782657
 6.79497878],[0.67697637 1.50539962 1.91302428 4.50812334 3.59677577 0.72269986
 6.38852939],[0.78643475 2.22094606 2.62040636 2.08536978 4.02591109 3.10029007
 4.130424  ]
[0.64490964 1.32741913 2.88722239 2.25615766 3.26624929 4.87886963
 6.79534854],[0.67810099 1.50583066 1.91379346 4.50871806 3.59711632 0.72349401
 6.38943915],[0.78740422 2.2215994  2.62124059 2.08576103 4.0262902  3.1003811
 4.13096867]
[0.64522051 1.32811066 2.88682268 2.25694498 3.26647705 4.87947304
 6.7957183 ],[0.67922747 1.50626159 1.91456158 4.50931227 3.59745637 0.72428848
 6.3903489 ],[0.78837689 2.22225119 2.62207384 2.08615279 4.02666824 3.10047202
 4.13151334]
[0.64553295 1.32880692 2.88641732 2.25773258 3.26670441 4.88007591
 6.79608805],[0.68035581 1.50669242 1.91532864 4.50990597 3.5977959  0.72508329
 6.39125865],[0.78935277 2.22290143 2.62290608 2.08654506 4.02704522 3.10056282
 4.13205801]
[0.64584696 1.32950795 2.8860063  2.25852044 3.26693137 4.88067827
 6.79645779],[0.68148601 1.50712315 1.91609464 4.51049917 3.59813491 0.72587842
 6.3921684 ],[0.79033186 2.22355013 2.62373731 2.08693783 4.02742114 3.10065352
 4.13260267]
[0.64616255 1.33021375 2.88558957 2.25930858 3.26715794 4.88128009
 6.79682753],[0.68261808 1.50755379 1.91685956 4.51109185 3.59847341 0.72667389
 6.39307813],[0.79131417 2.22419729 2.62456753 2.08733112 4.02779599 3.1007441
 4.13314734]
