x,y,z
3.2431343188661286,3.562996042072734,3.9861652008264947
3.2433974590167227,3.563380077326702,3.9866383551256748
3.243660237302945,3.5637636897158163,3.987110544098175
3.243922653508127,3.5641468782601655,3.9875817668058313
3.244184707412656,3.564529641979829,3.9880520223082634
3.2444463987939662,3.5649119798948874,3.988521309662879
3.244707727426531,3.565293891025428,3.9889896279248784
3.2449686930818546,3.5656753743915552,3.9894569761472622
3.245229295528465,3.5660564290133983,3.9899233533808354
3.245489534531904,3.566437053911121,3.9903887586742126
3.2457494098547204,3.5668172481049307,3.990853191073826
3.2460089212564602,3.5671970106150876,3.9913166496239305
3.24626806849366,3.5675763404619145,3.9917791333666095
3.2465268513198366,3.567955236665808,3.9922406413417826
3.2467852694854806,3.5683336982472476,3.9927011725872115
3.247043322738047,3.568711724226807,3.993160726138508
3.247301010821946,3.5690893136251653,3.9936193010291396
3.2475583334785365,3.569466465463118,3.994076896290439
3.2478152904461144,3.5698431787615883,3.9945335109516087
3.248071881459907,3.5702194525416386,3.9949891440397316
3.248328106252064,3.570595285824485,3.995443794579778
3.2485839645516457,3.5709706776315064,3.995897461594612
3.2488394560846188,3.57134562698426,3.9963501441050036
3.2490945805738445,3.571720132904493,3.996801841129633
3.2493493377390705,3.5720941944141575,3.9972525516851034
3.2496037272969236,3.5724678105354215,3.9977022747859463
3.2498577489608986,3.5728409802906858,3.998151009444634
3.2501114024413513,3.573213702702597,3.998598754671587
3.2503646874454883,3.573585976794063,3.9990455094751844
3.250617603677359,3.5739578015882674,3.999491272861774
3.250870150837846,3.574329176108685,3.999936043835682
3.2511223286246578,3.574700099379099,4.000379821399225
3.251374136732317,3.575070570423615,4.0008226045527175
3.251625574852153,3.575440588266679,4.001264392294486
3.2518766426722943,3.5758101519330934,4.001705183620878
3.252127339877656,3.5761792604480354,4.002144977526275
3.2523776661499335,3.5765479128370736,4.002583773003104
3.2526276211675924,3.5769161081261864,4.003021569041847
3.25287720460586,3.57728384534178,4.003458364631057
3.2531264161367157,3.5776511235107082,4.003894158757369
3.253375255428881,3.5780179416602906,4.00432895040551
3.253623722147812,3.5783842988183325,4.004762738558317
3.253871815955689,3.578750194013145,4.005195522196747
3.254119536511408,3.579115626273565,4.0056273002998894
3.254366883470571,3.579480594628976,4.0060580718449845
3.254613856485477,3.5798450981093306,4.006487835807435
3.2548604552051135,3.5802091357451706,4.0069165911608176
3.2551066792751446,3.58057270656765,4.007344336876904
3.2553525283379057,3.580935809608556,4.007771071925672
3.255598002032391,3.5812984439003346,4.00819679527532
3.2558430999942463,3.5816606084761125,4.008621505892287
3.256087821855758,3.58202230236972,4.009045202741264
3.256332167245845,3.582383524615718,4.009467884785214
3.25657613579005,3.58274427424942,4.0098895509853865
3.256819727110527,3.583104550306919,4.010310200301335
3.257062940826037,3.5834643518251137,4.010729831690935
3.257305776551935,3.5838236778417327,4.011148444110401
3.2575482339001613,3.584182527395363,4.011566036514306
3.2577903124792336,3.5845408995254777,4.0119826078555985
3.2580320118942363,3.5848987932724614,4.012398157085621
3.2582733317468127,3.585256207677641,4.012812683154131
3.2585142716351543,3.5856131417833135,4.013226185009319
3.2587548311539924,3.5859695946327745,4.01363866159783
3.258995009894589,3.58632556527035,4.014050111864782
3.2592348074447264,3.5866810527414246,4.014460534753786
3.2594742233887,3.5870360560924746,4.014869929206972
3.259713257307308,3.5873905743710974,4.015278294165005
3.259951908777842,3.5877446066260457,4.015685628567109
3.2601901773740787,3.5880981519072583,4.01609193135109
3.26042806266627,3.588451209265895,4.016497201453358
3.260665564221135,3.5888037777543693,4.016901437808952
3.26090268160185,3.589155856426383,4.017304639351558
3.261139414368039,3.589507444336962,4.01770680501354
3.2613757620757675,3.5898585405424916,4.018107933725962
3.2616117242775307,3.590209144100752,4.018508024418611
3.2618473005222453,3.590559254070956,4.018907076020024
3.2620824903552417,3.590908869513787,4.0193050874575125
3.262317293318254,3.5912579894914356,4.019702057657193
3.2625517089494127,3.5916066130676407,4.02009798554401
3.2627857367832345,3.591954739307728,4.020492870041762
3.263019376350614,3.5923023672786485,4.0208867100731345
3.263252627178816,3.592649496049023,4.021279504559724
3.2634854887914666,3.5929961246891806,4.021671252422067
3.2637179607085436,3.593342252271203,4.022061952579673
3.2639500424463703,3.5936878778689656,4.022451603951049
3.264181733517605,3.5940330005581838,4.022840205453735
3.2644130334312345,3.594377619416455,4.0232277560043315
3.2646439416925648,3.594721733523306,4.023614254518532
3.264874457803213,3.5950653419602374,4.023999699911156
3.2651045812610997,3.595408443810771,4.024384091096179
3.2653343115604416,3.595751038160498,4.024767426986769
3.2655636481917427,3.5960931240971257,4.025149706495318
3.265792590641787,3.5964347007105286,4.025530928533477
3.2660211383936297,3.5967757670927973,4.02591109201219
3.2662492909265923,3.597116322338289,4.026290195841731
3.266477047716253,3.597456365543681,4.02666823893174
