x,y,z
[0.80171784 2.65386058],[0.80579    1.74464326],[0.95162768 2.58773748]
[0.8018061  2.65493343],[0.80634162 1.7451836 ],[0.951696   2.58813168]
[0.80189386 2.65600678],[0.80689299 1.74572418],[0.95176388 2.5885263 ]
[0.80198114 2.65708061],[0.80744412 1.746265  ],[0.95183134 2.58892135]
[0.80206793 2.65815493],[0.807995   1.74680608],[0.95189836 2.58931684]
[0.80215423 2.65922974],[0.80854563 1.7473474 ],[0.95196495 2.58971275]
[0.80224005 2.66030504],[0.80909601 1.74788896],[0.95203112 2.59010909]
[0.80232538 2.66138081],[0.80964616 1.74843077],[0.95209686 2.59050586]
[0.80241023 2.66245707],[0.81019605 1.74897283],[0.95216217 2.59090306]
[0.8024946  2.66353382],[0.81074571 1.74951512],[0.95222706 2.59130068]
[0.80257849 2.66461105],[0.81129512 1.75005766],[0.95229152 2.59169872]
[0.80266189 2.66568875],[0.81184429 1.75060045],[0.95235556 2.59209719]
[0.80274482 2.66676694],[0.81239322 1.75114347],[0.95241918 2.59249608]
[0.80282726 2.66784561],[0.8129419  1.75168674],[0.95248238 2.5928954 ]
[0.80290923 2.66892476],[0.81349035 1.75223025],[0.95254515 2.59329513]
[0.80299072 2.67000438],[0.81403855 1.75277399],[0.95260751 2.59369529]
[0.80307174 2.67108448],[0.81458652 1.75331798],[0.95266945 2.59409586]
[0.80315227 2.67216506],[0.81513424 1.75386221],[0.95273096 2.59449685]
[0.80323234 2.67324611],[0.81568173 1.75440667],[0.95279207 2.59489826]
[0.80331193 2.67432764],[0.81622898 1.75495137],[0.95285275 2.59530009]
[0.80339104 2.67540964],[0.81677599 1.75549631],[0.95291302 2.59570233]
[0.80346969 2.67649211],[0.81732277 1.75604149],[0.95297288 2.59610498]
[0.80354786 2.67757505],[0.81786931 1.7565869 ],[0.95303232 2.59650805]
[0.80362557 2.67865847],[0.81841561 1.75713255],[0.95309135 2.59691154]
[0.8037028  2.67974235],[0.81896168 1.75767843],[0.95314997 2.59731543]
[0.80377957 2.6808267 ],[0.81950752 1.75822455],[0.95320818 2.59771974]
[0.80385586 2.68191152],[0.82005312 1.7587709 ],[0.95326598 2.59812445]
[0.80393169 2.68299681],[0.82059849 1.75931749],[0.95332337 2.59852958]
[0.80400706 2.68408256],[0.82114362 1.75986431],[0.95338035 2.59893511]
[0.80408196 2.68516878],[0.82168852 1.76041136],[0.95343693 2.59934105]
[0.80415639 2.68625547],[0.8222332  1.76095864],[0.9534931  2.59974739]
[0.80423037 2.68734262],[0.82277764 1.76150615],[0.95354886 2.60015415]
[0.80430388 2.68843023],[0.82332185 1.76205389],[0.95360422 2.6005613 ]
[0.80437692 2.6895183 ],[0.82386582 1.76260187],[0.95365918 2.60096886]
[0.80444951 2.69060683],[0.82440957 1.76315007],[0.95371373 2.60137682]
[0.80452164 2.69169582],[0.8249531 1.7636985],[0.95376788 2.60178519]
[0.80459331 2.69278528],[0.82549639 1.76424716],[0.95382163 2.60219395]
[0.80466452 2.69387519],[0.82603945 1.76479605],[0.95387498 2.60260312]
[0.80473527 2.69496556],[0.82658229 1.76534517],[0.95392793 2.60301269]
[0.80480557 2.69605638],[0.8271249  1.76589451],[0.95398049 2.60342265]
[0.80487541 2.69714766],[0.82766729 1.76644408],[0.95403264 2.60383301]
[0.8049448 2.6982394],[0.82820945 1.76699387],[0.9540844  2.60424377]
[0.80501373 2.69933159],[0.82875138 1.76754389],[0.95413577 2.60465492]
[0.80508222 2.70042423],[0.82929309 1.76809413],[0.95418674 2.60506647]
[0.80515024 2.70151732],[0.82983458 1.7686446 ],[0.95423732 2.60547841]
[0.80521782 2.70261087],[0.83037584 1.76919529],[0.9542875  2.60589075]
[0.80528495 2.70370487],[0.83091688 1.7697462 ],[0.95433729 2.60630347]
[0.80535163 2.70479931],[0.8314577  1.77029733],[0.95438669 2.60671659]
[0.80541786 2.70589421],[0.8319983  1.77084869],[0.9544357 2.6071301]
[0.80548364 2.70698955],[0.83253867 1.77140027],[0.95448433 2.607544  ]
[0.80554898 2.70808534],[0.83307883 1.77195207],[0.95453256 2.60795829]
[0.80561387 2.70918158],[0.83361876 1.77250409],[0.95458041 2.60837296]
[0.80567831 2.71027826],[0.83415848 1.77305632],[0.95462786 2.60878802]
[0.80574231 2.71137539],[0.83469798 1.77360878],[0.95467494 2.60920347]
[0.80580587 2.71247296],[0.83523725 1.77416146],[0.95472163 2.6096193 ]
[0.80586898 2.71357097],[0.83577631 1.77471435],[0.95476793 2.61003552]
[0.80593166 2.71466942],[0.83631516 1.77526746],[0.95481385 2.61045212]
[0.80599389 2.71576832],[0.83685378 1.77582079],[0.95485939 2.61086911]
[0.80605568 2.71686765],[0.83739219 1.77637433],[0.95490455 2.61128647]
[0.80611703 2.71796743],[0.83793039 1.77692809],[0.95494933 2.61170422]
[0.80617795 2.71906764],[0.83846837 1.77748207],[0.95499372 2.61212234]
[0.80623843 2.72016829],[0.83900613 1.77803626],[0.95503774 2.61254085]
[0.80629847 2.72126938],[0.83954368 1.77859066],[0.95508138 2.61295973]
[0.80635808 2.7223709 ],[0.84008102 1.77914528],[0.95512465 2.61337899]
[0.80641725 2.72347286],[0.84061814 1.77970011],[0.95516753 2.61379862]
[0.80647599 2.72457525],[0.84115505 1.78025515],[0.95521005 2.61421864]
[0.80653429 2.72567808],[0.84169175 1.7808104 ],[0.95525218 2.61463902]
[0.80659216 2.72678133],[0.84222824 1.78136587],[0.95529395 2.61505978]
[0.8066496  2.72788502],[0.84276451 1.78192155],[0.95533534 2.61548092]
[0.80670662 2.72898914],[0.84330058 1.78247744],[0.95537636 2.61590242]
[0.8067632  2.73009369],[0.84383644 1.78303353],[0.95541701 2.6163243 ]
[0.80681935 2.73119867],[0.84437208 1.78358984],[0.95545728 2.61674655]
[0.80687507 2.73230408],[0.84490752 1.78414636],[0.95549719 2.61716916]
[0.80693037 2.73340991],[0.84544275 1.78470308],[0.95553673 2.61759215]
[0.80698524 2.73451617],[0.84597777 1.78526001],[0.95557591 2.6180155 ]
[0.80703969 2.73562286],[0.84651259 1.78581715],[0.95561471 2.61843922]
[0.80709371 2.73672997],[0.8470472 1.7863745],[0.95565315 2.61886331]
[0.80714731 2.7378375 ],[0.8475816  1.78693205],[0.95569123 2.61928776]
[0.80720049 2.73894546],[0.8481158  1.78748981],[0.95572894 2.61971258]
[0.80725324 2.74005384],[0.84864979 1.78804777],[0.95576628 2.62013776]
[0.80730557 2.74116264],[0.84918357 1.78860594],[0.95580327 2.6205633 ]
[0.80735749 2.74227186],[0.84971716 1.78916431],[0.95583989 2.62098921]
[0.80740898 2.7433815 ],[0.85025053 1.78972288],[0.95587615 2.62141547]
[0.80746005 2.74449156],[0.85078371 1.79028166],[0.95591206 2.6218421 ]
[0.80751071 2.74560204],[0.85131668 1.79084064],[0.9559476  2.62226908]
[0.80756095 2.74671293],[0.85184945 1.79139982],[0.95598278 2.62269643]
[0.80761078 2.74782425],[0.85238202 1.79195921],[0.95601761 2.62312413]
[0.80766019 2.74893597],[0.85291439 1.79251879],[0.95605208 2.62355219]
[0.80770918 2.75004811],[0.85344656 1.79307858],[0.95608619 2.6239806 ]
[0.80775776 2.75116067],[0.85397853 1.79363857],[0.95611995 2.62440937]
[0.80780593 2.75227363],[0.8545103  1.79419875],[0.95615336 2.6248385 ]
[0.80785369 2.75338701],[0.85504187 1.79475914],[0.95618641 2.62526798]
[0.80790103 2.7545008 ],[0.85557324 1.79531972],[0.95621911 2.62569781]
[0.80794797 2.75561501],[0.85610441 1.7958805 ],[0.95625146 2.62612799]
[0.8079945  2.75672962],[0.85663538 1.79644148],[0.95628345 2.62655852]
[0.80804061 2.75784464],[0.85716616 1.79700266],[0.9563151  2.62698941]
[0.80808633 2.75896006],[0.85769675 1.79756403],[0.95634639 2.62742064]
[0.80813163 2.7600759 ],[0.85822713 1.7981256 ],[0.95637734 2.62785222]
[0.80817653 2.76119214],[0.85875732 1.79868736],[0.95640794 2.62828416]
[0.80822102 2.76230878],[0.85928732 1.79924932],[0.9564382  2.62871643]
[0.80826511 2.76342583],[0.85981712 1.79981147],[0.95646811 2.62914906]
[0.80830879 2.76454329],[0.86034673 1.80037382],[0.95649767 2.62958202]
[0.80835208 2.76566114],[0.86087614 1.80093636],[0.95652689 2.63001534]
[0.80839496 2.7667794 ],[0.86140536 1.80149909],[0.95655576 2.63044899]
[0.80843744 2.76789806],[0.86193439 1.80206202],[0.9565843  2.63088299]
[0.80847952 2.76901712],[0.86246323 1.80262513],[0.95661249 2.63131734]
[0.8085212  2.77013658],[0.86299187 1.80318844],[0.95664034 2.63175202]
[0.80856248 2.77125644],[0.86352032 1.80375194],[0.95666785 2.63218704]
[0.80860336 2.77237669],[0.86404859 1.80431564],[0.95669502 2.63262241]
[0.80864385 2.77349735],[0.86457666 1.80487952],[0.95672185 2.63305811]
[0.80868394 2.7746184 ],[0.86510454 1.80544359],[0.95674834 2.63349415]
[0.80872364 2.77573984],[0.86563224 1.80600785],[0.9567745  2.63393053]
[0.80876294 2.77686168],[0.86615974 1.80657229],[0.95680032 2.63436724]
[0.80880185 2.77798392],[0.86668706 1.80713693],[0.9568258  2.63480429]
[0.80884036 2.77910654],[0.86721419 1.80770175],[0.95685095 2.63524168]
[0.80887849 2.78022956],[0.86774114 1.80826676],[0.95687577 2.63567939]
[0.80891622 2.78135297],[0.86826789 1.80883196],[0.95690025 2.63611745]
[0.80895356 2.78247677],[0.86879446 1.80939734],[0.9569244  2.63655583]
[0.80899051 2.78360096],[0.86932085 1.80996291],[0.95694822 2.63699455]
[0.80902708 2.78472554],[0.86984705 1.81052867],[0.95697171 2.63743359]
[0.80906325 2.78585051],[0.87037307 1.81109461],[0.95699486 2.63787297]
[0.80909904 2.78697586],[0.8708989  1.81166073],[0.95701769 2.63831268]
[0.80913444 2.7881016 ],[0.87142454 1.81222704],[0.95704019 2.63875271]
[0.80916946 2.78922773],[0.87195001 1.81279353],[0.95706237 2.63919307]
[0.80920409 2.79035424],[0.87247529 1.8133602 ],[0.95708421 2.63963376]
[0.80923834 2.79148113],[0.87300039 1.81392705],[0.95710574 2.64007478]
[0.80927221 2.79260841],[0.87352531 1.81449409],[0.95712693 2.64051612]
[0.80930569 2.79373607],[0.87405004 1.81506131],[0.9571478  2.64095778]
[0.8093388  2.79486411],[0.8745746  1.81562871],[0.95716835 2.64139977]
[0.80937152 2.79599254],[0.87509897 1.81619629],[0.95718857 2.64184209]
[0.80940386 2.79712134],[0.87562317 1.81676405],[0.95720848 2.64228472]
[0.80943582 2.79825052],[0.87614718 1.81733198],[0.95722806 2.64272768]
[0.80946741 2.79938008],[0.87667102 1.8179001 ],[0.95724732 2.64317095]
[0.80949861 2.80051002],[0.87719468 1.8184684 ],[0.95726626 2.64361455]
[0.80952945 2.80164033],[0.87771816 1.81903687],[0.95728488 2.64405846]
[0.8095599  2.80277103],[0.87824146 1.81960552],[0.95730319 2.6445027 ]
[0.80958998 2.80390209],[0.87876458 1.82017435],[0.95732117 2.64494725]
[0.80961969 2.80503353],[0.87928753 1.82074336],[0.95733884 2.64539212]
[0.80964902 2.80616535],[0.87981031 1.82131254],[0.9573562 2.6458373]
[0.80967798 2.80729753],[0.8803329 1.8218819],[0.95737324 2.6462828 ]
[0.80970657 2.80843009],[0.88085532 1.82245143],[0.95738996 2.64672862]
[0.80973478 2.80956302],[0.88137757 1.82302114],[0.95740637 2.64717474]
[0.80976263 2.81069632],[0.88189964 1.82359102],[0.95742247 2.64762118]
[0.80979011 2.81182999],[0.88242154 1.82416107],[0.95743826 2.64806794]
[0.80981722 2.81296403],[0.88294327 1.8247313 ],[0.95745373 2.648515  ]
[0.80984396 2.81409844],[0.88346482 1.82530171],[0.9574689  2.64896238]
[0.80987033 2.81523321],[0.8839862  1.82587228],[0.95748375 2.64941006]
[0.80989634 2.81636835],[0.88450741 1.82644303],[0.9574983  2.64985806]
[0.80992198 2.81750386],[0.88502844 1.82701394],[0.95751253 2.65030636]
[0.80994726 2.81863973],[0.88554931 1.82758503],[0.95752646 2.65075497]
[0.80997217 2.81977597],[0.88607    1.82815629],[0.95754009 2.65120389]
[0.80999672 2.82091256],[0.88659053 1.82872772],[0.9575534  2.65165311]
[0.81002091 2.82204953],[0.88711088 1.82929932],[0.95756641 2.65210264]
[0.81004473 2.82318685],[0.88763106 1.82987109],[0.95757912 2.65255247]
[0.8100682  2.82432453],[0.88815108 1.83044303],[0.95759152 2.65300261]
[0.81009131 2.82546258],[0.88867093 1.83101514],[0.95760362 2.65345305]
[0.81011405 2.82660098],[0.88919061 1.83158741],[0.95761542 2.6539038 ]
[0.81013644 2.82773974],[0.88971012 1.83215985],[0.95762692 2.65435484]
[0.81015847 2.82887886],[0.89022946 1.83273246],[0.95763811 2.65480619]
[0.81018014 2.83001834],[0.89074864 1.83330524],[0.95764901 2.65525783]
[0.81020146 2.83115818],[0.89126765 1.83387818],[0.9576596  2.65570978]
[0.81022242 2.83229837],[0.8917865  1.83445129],[0.9576699  2.65616202]
[0.81024303 2.83343891],[0.89230518 1.83502456],[0.9576799  2.65661457]
[0.81026328 2.83457981],[0.8928237 1.835598 ],[0.9576896  2.65706741]
[0.81028318 2.83572106],[0.89334205 1.8361716 ],[0.95769901 2.65752054]
[0.81030272 2.83686266],[0.89386024 1.83674537],[0.95770812 2.65797398]
[0.81032192 2.83800462],[0.89437826 1.8373193 ],[0.95771693 2.6584277 ]
[0.81034076 2.83914693],[0.89489612 1.83789339],[0.95772545 2.65888173]
[0.81035926 2.84028958],[0.89541382 1.83846764],[0.95773368 2.65933604]
[0.8103774  2.84143259],[0.89593136 1.83904206],[0.95774162 2.65979065]
[0.8103952  2.84257595],[0.89644873 1.83961664],[0.95774926 2.66024555]
[0.81041265 2.84371965],[0.89696594 1.84019138],[0.95775661 2.66070074]
[0.81042975 2.8448637 ],[0.89748299 1.84076629],[0.95776367 2.66115623]
[0.81044651 2.8460081 ],[0.89799988 1.84134135],[0.95777044 2.661612  ]
[0.81046292 2.84715284],[0.89851662 1.84191657],[0.95777692 2.66206806]
[0.81047898 2.84829793],[0.89903319 1.84249195],[0.95778311 2.66252441]
[0.81049471 2.84944336],[0.8995496 1.8430675],[0.95778902 2.66298105]
[0.81051008 2.85058913],[0.90006585 1.8436432 ],[0.95779464 2.66343798]
[0.81052512 2.85173525],[0.90058195 1.84421905],[0.95779997 2.66389519]
[0.81053981 2.85288171],[0.90109788 1.84479507],[0.95780501 2.66435269]
[0.81055417 2.85402851],[0.90161366 1.84537125],[0.95780978 2.66481047]
[0.81056818 2.85517565],[0.90212929 1.84594758],[0.95781425 2.66526854]
[0.81058185 2.85632313],[0.90264475 1.84652407],[0.95781845 2.66572689]
[0.81059519 2.85747095],[0.90316006 1.84710071],[0.95782236 2.66618553]
[0.81060818 2.85861911],[0.90367521 1.84767751],[0.95782598 2.66664444]
[0.81062084 2.8597676 ],[0.90419021 1.84825447],[0.95782933 2.66710364]
[0.81063317 2.86091644],[0.90470505 1.84883158],[0.9578324  2.66756312]
[0.81064515 2.8620656 ],[0.90521974 1.84940884],[0.95783518 2.66802288]
[0.81065681 2.86321511],[0.90573428 1.84998626],[0.95783769 2.66848292]
[0.81066812 2.86436494],[0.90624866 1.85056384],[0.95783992 2.66894323]
[0.81067911 2.86551511],[0.90676288 1.85114156],[0.95784187 2.66940383]
[0.81068976 2.86666562],[0.90727696 1.85171944],[0.95784354 2.6698647 ]
[0.81070008 2.86781646],[0.90779088 1.85229748],[0.95784494 2.67032585]
[0.81071006 2.86896762],[0.90830465 1.85287566],[0.95784606 2.67078728]
[0.81071972 2.87011912],[0.90881826 1.853454  ],[0.95784691 2.67124898]
[0.81072905 2.87127095],[0.90933173 1.85403248],[0.95784748 2.67171095]
[0.81073805 2.87242311],[0.90984504 1.85461112],[0.95784777 2.6721732 ]
[0.81074672 2.8735756 ],[0.91035821 1.85518991],[0.9578478  2.67263572]
[0.81075506 2.87472841],[0.91087122 1.85576885],[0.95784755 2.67309852]
[0.81076307 2.87588155],[0.91138409 1.85634794],[0.95784703 2.67356159]
[0.81077076 2.87703502],[0.9118968  1.85692718],[0.95784624 2.67402492]
[0.81077812 2.87818881],[0.91240937 1.85750656],[0.95784518 2.67448853]
[0.81078516 2.87934293],[0.91292179 1.8580861 ],[0.95784385 2.67495241]
[0.81079188 2.88049737],[0.91343406 1.85866578],[0.95784225 2.67541656]
[0.81079827 2.88165214],[0.91394618 1.85924561],[0.95784038 2.67588097]
[0.81080434 2.88280723],[0.91445815 1.85982559],[0.95783824 2.67634566]
[0.81081008 2.88396264],[0.91496998 1.86040572],[0.95783584 2.67681061]
[0.81081551 2.88511837],[0.91548166 1.86098599],[0.95783317 2.67727583]
[0.81082061 2.88627443],[0.9159932  1.86156641],[0.95783023 2.67774131]
[0.8108254 2.8874308],[0.91650459 1.86214697],[0.95782703 2.67820706]
[0.81082986 2.88858749],[0.91701583 1.86272768],[0.95782357 2.67867307]
[0.81083401 2.8897445 ],[0.91752693 1.86330853],[0.95781984 2.67913935]
[0.81083784 2.89090183],[0.91803789 1.86388953],[0.95781585 2.67960589]
[0.81084135 2.89205948],[0.9185487  1.86447067],[0.9578116  2.68007269]
[0.81084455 2.89321744],[0.91905937 1.86505196],[0.95780708 2.68053975]
[0.81084743 2.89437572],[0.91956989 1.86563339],[0.9578023  2.68100708]
[0.81084999 2.89553431],[0.92008027 1.86621496],[0.95779727 2.68147466]
[0.81085225 2.89669322],[0.92059051 1.86679667],[0.95779197 2.68194251]
[0.81085419 2.89785244],[0.92110061 1.86737853],[0.95778642 2.68241061]
[0.81085581 2.89901197],[0.92161056 1.86796053],[0.9577806  2.68287897]
[0.81085712 2.90017182],[0.92212037 1.86854267],[0.95777453 2.6833476 ]
[0.81085813 2.90133197],[0.92263005 1.86912495],[0.9577682  2.68381647]
[0.81085882 2.90249244],[0.92313958 1.86970737],[0.95776162 2.68428561]
[0.8108592  2.90365322],[0.92364897 1.87028993],[0.95775478 2.684755  ]
[0.81085927 2.9048143 ],[0.92415822 1.87087263],[0.95774768 2.68522464]
[0.81085904 2.9059757 ],[0.92466733 1.87145547],[0.95774033 2.68569454]
[0.81085849 2.9071374 ],[0.9251763  1.87203845],[0.95773272 2.6861647 ]
[0.81085764 2.90829941],[0.92568514 1.87262157],[0.95772487 2.68663511]
[0.81085649 2.90946173],[0.92619383 1.87320483],[0.95771676 2.68710577]
[0.81085502 2.91062435],[0.92670239 1.87378823],[0.95770839 2.68757668]
[0.81085326 2.91178728],[0.92721081 1.87437176],[0.95769978 2.68804784]
[0.81085118 2.91295052],[0.9277191  1.87495543],[0.95769092 2.68851926]
[0.81084881 2.91411405],[0.92822724 1.87553924],[0.9576818  2.68899092]
[0.81084613 2.91527789],[0.92873525 1.87612318],[0.95767244 2.68946284]
[0.81084315 2.91644203],[0.92924312 1.87670726],[0.95766283 2.689935  ]
[0.81083987 2.91760648],[0.92975086 1.87729147],[0.95765296 2.69040741]
[0.81083628 2.91877122],[0.93025846 1.87787582],[0.95764286 2.69088007]
[0.8108324  2.91993627],[0.93076593 1.87846031],[0.9576325  2.69135298]
[0.81082821 2.92110161],[0.93127326 1.87904493],[0.9576219  2.69182613]
[0.81082373 2.92226726],[0.93178046 1.87962968],[0.95761105 2.69229953]
[0.81081895 2.9234332 ],[0.93228753 1.88021457],[0.95759996 2.69277317]
[0.81081387 2.92459944],[0.93279446 1.88079959],[0.95758862 2.69324706]
[0.8108085  2.92576598],[0.93330126 1.88138475],[0.95757704 2.69372119]
[0.81080283 2.92693281],[0.93380792 1.88197003],[0.95756522 2.69419556]
[0.81079686 2.92809994],[0.93431446 1.88255545],[0.95755316 2.69467018]
[0.8107906  2.92926736],[0.93482086 1.883141  ],[0.95754085 2.69514504]
[0.81078404 2.93043508],[0.93532713 1.88372669],[0.9575283  2.69562014]
[0.81077719 2.93160309],[0.93583326 1.8843125 ],[0.95751551 2.69609548]
[0.81077005 2.9327714 ],[0.93633927 1.88489845],[0.95750248 2.69657106]
[0.81076262 2.93393999],[0.93684515 1.88548452],[0.95748921 2.69704688]
[0.81075489 2.93510888],[0.93735089 1.88607073],[0.9574757  2.69752294]
[0.81074687 2.93627806],[0.93785651 1.88665707],[0.95746196 2.69799924]
[0.81073857 2.93744753],[0.93836199 1.88724353],[0.95744797 2.69847578]
[0.81072997 2.93861729],[0.93886735 1.88783013],[0.95743375 2.69895255]
[0.81072109 2.93978734],[0.93937258 1.88841685],[0.95741929 2.69942956]
[0.81071191 2.94095768],[0.93987768 1.8890037 ],[0.9574046  2.69990681]
[0.81070245 2.9421283 ],[0.94038265 1.88959068],[0.95738967 2.70038429]
[0.8106927  2.94329921],[0.9408875  1.89017779],[0.95737451 2.700862  ]
[0.81068267 2.94447041],[0.94139221 1.89076503],[0.95735911 2.70133995]
[0.81067235 2.94564189],[0.9418968  1.89135239],[0.95734348 2.70181814]
[0.81066174 2.94681366],[0.94240127 1.89193988],[0.95732762 2.70229655]
[0.81065086 2.94798571],[0.9429056  1.89252749],[0.95731152 2.7027752 ]
[0.81063968 2.94915805],[0.94340981 1.89311523],[0.9572952  2.70325408]
[0.81062823 2.95033067],[0.9439139 1.8937031],[0.95727864 2.70373319]
[0.81061649 2.95150357],[0.94441786 1.89429109],[0.95726185 2.70421253]
[0.81060447 2.95267675],[0.94492169 1.89487921],[0.95724483 2.7046921 ]
[0.81059217 2.95385022],[0.9454254  1.89546745],[0.95722759 2.7051719 ]
[0.81057959 2.95502396],[0.94592899 1.89605582],[0.95721011 2.70565193]
[0.81056673 2.95619799],[0.94643245 1.89664431],[0.9571924  2.70613219]
[0.81055359 2.95737229],[0.94693579 1.89723292],[0.95717447 2.70661268]
[0.81054017 2.95854688],[0.947439   1.89782166],[0.95715631 2.70709339]
[0.81052647 2.95972174],[0.9479421  1.89841052],[0.95713793 2.70757433]
[0.8105125  2.96089688],[0.94844507 1.8989995 ],[0.95711932 2.70805549]
[0.81049825 2.96207229],[0.94894791 1.89958861],[0.95710048 2.70853688]
[0.81048373 2.96324798],[0.94945064 1.90017783],[0.95708142 2.7090185 ]
[0.81046892 2.96442395],[0.94995324 1.90076718],[0.95706214 2.70950034]
[0.81045385 2.96560019],[0.95045572 1.90135665],[0.95704263 2.7099824 ]
[0.8104385 2.9667767],[0.95095809 1.90194624],[0.9570229  2.71046468]
[0.81042288 2.96795349],[0.95146033 1.90253595],[0.95700295 2.71094719]
[0.81040698 2.96913055],[0.95196245 1.90312578],[0.95698277 2.71142992]
[0.81039081 2.97030789],[0.95246445 1.90371573],[0.95696237 2.71191287]
[0.81037437 2.97148549],[0.95296633 1.9043058 ],[0.95694176 2.71239604]
[0.81035766 2.97266337],[0.95346809 1.90489599],[0.95692092 2.71287943]
[0.81034068 2.97384151],[0.95396974 1.9054863 ],[0.95689987 2.71336304]
[0.81032343 2.97501993],[0.95447126 1.90607673],[0.95687859 2.71384687]
[0.81030591 2.97619862],[0.95497267 1.90666727],[0.9568571  2.71433092]
[0.81028813 2.97737757],[0.95547396 1.90725794],[0.95683539 2.71481519]
[0.81027007 2.97855679],[0.95597513 1.90784872],[0.95681346 2.71529967]
[0.81025175 2.97973628],[0.95647618 1.90843961],[0.95679131 2.71578437]
[0.81023316 2.98091604],[0.95697712 1.90903063],[0.95676895 2.71626929]
[0.81021431 2.98209606],[0.95747794 1.90962176],[0.95674637 2.71675442]
[0.81019519 2.98327634],[0.95797864 1.91021301],[0.95672358 2.71723977]
[0.8101758  2.98445689],[0.95847923 1.91080437],[0.95670058 2.71772533]
[0.81015615 2.98563771],[0.9589797  1.91139585],[0.95667736 2.7182111 ]
[0.81013624 2.98681879],[0.95948006 1.91198745],[0.95665392 2.71869709]
[0.81011606 2.98800013],[0.9599803  1.91257916],[0.95663028 2.71918329]
[0.81009563 2.98918173],[0.96048043 1.91317098],[0.95660642 2.71966971]
[0.81007493 2.9903636 ],[0.96098044 1.91376292],[0.95658235 2.72015633]
[0.81005397 2.99154573],[0.96148034 1.91435497],[0.95655807 2.72064317]
[0.81003275 2.99272812],[0.96198012 1.91494714],[0.95653358 2.72113022]
[0.81001127 2.99391076],[0.96247979 1.91553942],[0.95650888 2.72161747]
[0.80998953 2.99509367],[0.96297935 1.91613181],[0.95648397 2.72210494]
[0.80996753 2.99627683],[0.9634788  1.91672431],[0.95645885 2.72259262]
[0.80994528 2.99746026],[0.96397813 1.91731693],[0.95643352 2.7230805 ]
[0.80992276 2.99864394],[0.96447735 1.91790966],[0.95640798 2.72356859]
[0.80989999 2.99982788],[0.96497646 1.91850251],[0.95638224 2.72405689]
[0.80987697 3.00101207],[0.96547546 1.91909546],[0.95635629 2.7245454 ]
[0.80985368 3.00219652],[0.96597434 1.91968852],[0.95633013 2.72503411]
[0.80983015 3.00338123],[0.96647312 1.9202817 ],[0.95630377 2.72552303]
[0.80980636 3.00456618],[0.96697178 1.92087499],[0.9562772  2.72601216]
[0.80978231 3.0057514 ],[0.96747034 1.92146838],[0.95625043 2.72650148]
[0.80975801 3.00693686],[0.96796878 1.92206189],[0.95622345 2.72699102]
[0.80973346 3.00812258],[0.96846712 1.9226555 ],[0.95619627 2.72748075]
[0.80970866 3.00930856],[0.96896534 1.92324923],[0.95616889 2.72797069]
[0.80968361 3.01049478],[0.96946346 1.92384307],[0.9561413  2.72846084]
[0.8096583  3.01168125],[0.96996147 1.92443701],[0.95611352 2.72895118]
[0.80963274 3.01286798],[0.97045936 1.92503106],[0.95608553 2.72944173]
[0.80960694 3.01405495],[0.97095716 1.92562522],[0.95605734 2.72993247]
[0.80958088 3.01524217],[0.97145484 1.92621949],[0.95602895 2.73042342]
[0.80955458 3.01642964],[0.97195241 1.92681386],[0.95600036 2.73091457]
[0.80952803 3.01761736],[0.97244988 1.92740835],[0.95597157 2.73140592]
[0.80950123 3.01880533],[0.97294724 1.92800294],[0.95594258 2.73189746]
[0.80947419 3.01999355],[0.9734445  1.92859763],[0.95591339 2.73238921]
[0.8094469  3.02118201],[0.97394164 1.92919244],[0.955884   2.73288115]
[0.80941936 3.02237071],[0.97443869 1.92978734],[0.95585442 2.73337329]
[0.80939158 3.02355966],[0.97493562 1.93038236],[0.95582464 2.73386563]
[0.80936355 3.02474886],[0.97543245 1.93097748],[0.95579467 2.73435816]
[0.80933528 3.0259383 ],[0.97592918 1.9315727 ],[0.9557645  2.73485089]
[0.80930677 3.02712798],[0.9764258  1.93216803],[0.95573413 2.73534381]
[0.80927801 3.02831791],[0.97692231 1.93276347],[0.95570357 2.73583693]
[0.80924901 3.02950808],[0.97741873 1.93335901],[0.95567281 2.73633025]
[0.80921977 3.03069849],[0.97791503 1.93395465],[0.95564186 2.73682375]
[0.80919029 3.03188914],[0.97841124 1.9345504 ],[0.95561072 2.73731745]
[0.80916057 3.03308003],[0.97890734 1.93514625],[0.95557938 2.73781135]
[0.8091306  3.03427116],[0.97940333 1.9357422 ],[0.95554785 2.73830543]
[0.8091004  3.03546253],[0.97989923 1.93633826],[0.95551613 2.73879971]
[0.80906996 3.03665415],[0.98039502 1.93693442],[0.95548422 2.73929418]
[0.80903928 3.03784599],[0.98089071 1.93753068],[0.95545212 2.73978884]
[0.80900837 3.03903808],[0.98138629 1.93812704],[0.95541983 2.74028369]
[0.80897721 3.0402304 ],[0.98188178 1.93872351],[0.95538735 2.74077873]
[0.80894582 3.04142296],[0.98237716 1.93932007],[0.95535467 2.74127396]
[0.8089142  3.04261576],[0.98287245 1.93991674],[0.95532181 2.74176938]
[0.80888234 3.04380879],[0.98336763 1.94051351],[0.95528877 2.74226499]
[0.80885024 3.04500206],[0.98386271 1.94111038],[0.95525553 2.74276078]
[0.80881791 3.04619556],[0.98435769 1.94170735],[0.9552221  2.74325677]
