x,y,z
2.028021831884157,1.7921222427311294,1.2071878850998428
2.0289990735883974,1.7925325077139929,1.2074821927597124
2.0299755766998113,1.7929421387523061,1.20777613889689
2.030951341532538,1.7933511363065155,1.2080697241264133
2.0319263683966744,1.7937595008332976,1.208362949060616
2.032900657598282,1.7941672327855693,1.2086558143091408
2.0338742094393973,1.7945743326124999,1.2089483204789537
2.034847024218038,1.7949808007595218,1.2092404681743565
2.035819102228213,1.7953866376683418,1.2095322579970003
2.036790443759932,1.7957918437769518,1.2098236905458988
2.0377610490992097,1.7961964195196392,1.2101147664174412
2.038730918528078,1.7966003653269984,1.2104054862054054
2.0397000523245925,1.7970036816259407,1.2106958505009706
2.0406684507628388,1.797406368839705,1.2109858598927299
2.041636114112942,1.7978084273878683,1.2112755149667036
2.0426030426410753,1.7982098576863552,1.2115648163063515
2.0435692366094647,1.7986106601474494,1.2118537644925853
2.044534696276399,1.7990108351798026,1.2121423601037813
2.0454994218962357,1.7994103831884447,1.2124306037157926
2.0464634137194095,1.799809304574794,1.2127184959019617
2.0474266719924383,1.8002075997366667,1.2130060372331322
2.04838919695793,1.8006052690682863,1.2132932282776612
2.049350988854592,1.8010023129602937,1.2135800696014316
2.0503120479172336,1.8013987317997562,1.2138665617678637
2.0512723743767776,1.8017945259701769,1.214152705337927
2.0522319684602635,1.8021896958515042,1.2144385008701524
2.053190830390856,1.8025842418201408,1.2147239489206436
2.0541489603878498,1.8029781642489524,1.215009050043089
2.055106358666678,1.8033714635072775,1.215293804788773
2.0560630254389163,1.8037641399609354,1.2155782137065874
2.05701896091229,1.8041561939722355,1.2158622773430436
2.0579741652906813,1.8045476258999853,1.2161459962422834
2.058928638774133,1.8049384360995002,1.2164293709460896
2.0598823815588556,1.8053286249226106,1.2167124019938986
2.0608353938372335,1.8057181927176713,1.2169950899228104
2.06178767579783,1.8061071398295694,1.2172774352676001
2.0627392276253924,1.8064954665997324,1.217559438560729
2.0636900495008588,1.8068831733661364,1.2178411003323548
2.064640141601363,1.8072702604633142,1.2181224211103439
2.065589504100238,1.807656728222363,1.2184034014202803
2.066538137167025,1.808042576970953,1.2186840417854776
2.0674860409674745,1.8084278070333337,1.2189643427269894
2.068433215663554,1.808812418730343,1.2192443047636192
2.0693796614134516,1.809196412379414,1.2195239284119321
2.070325378371582,1.8095797882945825,1.219803214186264
2.0712703666885894,1.8099625467864948,1.2200821625987324
2.072214626511354,1.8103446881624143,1.220360774159247
2.0731581579829954,1.8107262127262298,1.2206390493755197
2.0741009612428774,1.8111071207784613,1.2209169887530744
2.075043036426613,1.811487412616268,1.2211945927952577
2.075984383666067,1.8118670885334547,1.2214718620032483
2.076925003089362,1.8122461488204793,1.2217487968760676
2.0778648948208813,1.8126245937644587,1.222025397910589
2.078804058981274,1.8130024236491766,1.2223016656015482
2.0797424956874577,1.8133796387550887,1.2225776004415525
2.080680205052623,1.8137562393593305,1.222853202921091
2.081617187186237,1.814132225735723,1.223128473528544
2.082553442194047,1.8145075981547796,1.2234034127501923
2.083488970178084,1.8148823568837114,1.2236780210702274
2.084423771236667,1.8152565021864344,1.22395229897076
2.0853578454644044,1.8156300343235754,1.2242262469318306
2.0862911929521992,1.8160029535524773,1.2244998654314176
2.0872238137872516,1.816375260127206,1.2247731549454477
2.088155708053062,1.8167469542985557,1.225046115947804
2.089086875829433,1.8171180363140547,1.2253187489103365
2.0900173171924745,1.817488506417971,1.2255910543028696
2.090947032214605,1.8178583648513187,1.2258630325932125
2.0918760209645546,1.818227611851862,1.2261346842471676
2.092804283507368,1.8185962476541222,1.2264060097285394
2.0937318199044066,1.8189642724893822,1.2266770094991437
2.0946586302133516,1.8193316865856917,1.2269476840188158
2.0955847144882056,1.819698490167873,1.2272180337454202
2.096510072779296,1.8200646834575258,1.2274880591348583
2.0974347051332756,1.820430266673032,1.2277577606410777
2.098358611593127,1.820795240029561,1.2280271387160806
2.0992817921981626,1.8211596037390747,1.2282961938099326
2.1002042469840276,1.8215233580103316,1.2285649263707705
2.1011259759827015,1.8218865030488924,1.2288333368448114
2.1020469792225005,1.8222490390571244,1.229101425676361
2.1029672567280784,1.8226109662342054,1.229369193307822
2.1038868085204285,1.8229722847761292,1.2296366401797014
2.1048056346168855,1.823332994875709,1.2299037667306203
